instant,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,income_level,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
0.0,0.0,0.0,1.0,0.0,0.22448979591836735,0.2879,0.81,0.0,0.008174386920980926,0.014672686230248306,0.015368852459016395,0.7289057226430661,0.75,0.2222222222222222,0.7272727272727274,1.0,0.5,1.0,1.0
5.7544021176199794e-05,0.0,0.0,1.0,0.0,0.20408163265306123,0.2727,0.8,0.0,0.021798365122615803,0.03611738148984198,0.039959016393442626,0.8879221980549514,0.5,0.2222222222222222,0.15151515151515152,0.5555555555555556,0.5,0.0,1.0
0.00011508804235239959,0.0,0.0,1.0,0.0,0.20408163265306123,0.2727,0.8,0.0,0.013623978201634877,0.030474040632054174,0.031762295081967214,0.6648291207280183,0.25,0.8888888888888888,0.787878787878788,1.0,0.0,0.0,0.0
0.00017263206352859938,0.0,0.0,1.0,0.0,0.22448979591836735,0.2879,0.75,0.0,0.008174386920980926,0.01128668171557562,0.012295081967213116,0.7466936673416835,1.0,0.2222222222222222,0.9090909090909092,0.3333333333333333,0.0,1.0,0.0
0.00023017608470479915,0.0,0.0,1.0,0.0,0.22448979591836735,0.2879,0.75,0.0,0.0,0.001128668171557562,0.0,0.7922323058076453,0.0,0.5555555555555556,0.1414141414141414,0.2222222222222222,0.5,0.0,1.0
0.00028772010588099895,0.0,0.0,1.0,0.3333333333333333,0.22448979591836735,0.2576,0.75,0.10532502644880687,0.0,0.001128668171557562,0.0,0.294182354558864,0.25,0.7777777777777777,0.08080808080808081,0.3333333333333333,0.5,0.0,0.0
0.0003452641270571988,0.0,0.0,1.0,0.0,0.20408163265306123,0.2727,0.8,0.0,0.005449591280653951,0.0,0.0010245901639344263,0.26316907922698074,0.25,0.7777777777777777,0.585858585858586,0.7777777777777777,1.0,0.0,1.0
0.0004028081482333986,0.0,0.0,1.0,0.0,0.1836734693877551,0.2576,0.86,0.0,0.0027247956403269754,0.002257336343115124,0.002049180327868852,0.669041726043151,0.5,1.0,0.5050505050505052,0.5555555555555556,1.0,1.0,0.0
0.00046035216940959836,0.0,0.0,1.0,0.0,0.22448979591836735,0.2879,0.75,0.0,0.0027247956403269754,0.007900677200902933,0.007172131147540984,0.3560339008475212,0.5,0.2222222222222222,0.7272727272727274,0.2222222222222222,0.0,0.0,1.0
0.0005178961905857981,0.0,0.0,1.0,0.0,0.30612244897959184,0.3485,0.76,0.0,0.021798365122615803,0.006772009029345372,0.013319672131147542,0.4675991899797495,0.5,0.7777777777777777,0.2828282828282828,0.8888888888888888,1.0,1.0,0.0
